name;time_p;time_s;cpi_ratio;
/users/user4427/AOA_Etude_de_cas/demo/maqao_2022-03-31_16-36-20/binaries/sgemm;99.46;95.75;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.49;0.48;;
kernel;0.04;0.04;;
