block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
81;sgemm;;99.14;95.44;95.44;95.44;95.44;0;1;
25;sgemm;;0.19;0.18;0.18;0.18;0.18;0;1;
82;sgemm;;0.06;0.05;0.05;0.05;0.05;0;1;
35;sgemm;;0.03;0.03;0.03;0.03;0.03;0;1;
80;sgemm;;0.03;0.03;0.03;0.03;0.03;0;1;
24;sgemm;;0.01;0.01;0;0;0;0;1;
