loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
7;sgemm;baseline;7;;Innermost;99.14;95.44;;;;;;
5;sgemm;main;1;;Innermost;0.19;0.19;;;;;;
8;sgemm;baseline;7;;Outermost;0.08;0.08;;;;;;
1;sgemm;main;1;;Innermost;0.03;0.03;;;;;;
