name;time_p;time_s;cpi_ratio;
/users/user4427/AOA_Etude_de_cas/demo/maqao_2022-04-01_13-41-35/binaries/sgemm;99.4;5.01;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.6;0.03;;
