block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
100;sgemm;kernel.c:54-55;77.98;3.93;;;;;;
103;sgemm;kernel.c:54-55;9.72;0.49;;;;;;
104;sgemm;kernel.c:54-55;6.05;0.31;;;;;;
101;sgemm;kernel.c:54-54;2.68;0.13;;;;;;
98;sgemm;kernel.c:50-54;1.39;0.07;;;;;;
102;sgemm;kernel.c:53-53;0.89;0.04;;;;;;
96;sgemm;kernel.c:54-54;0.5;0.02;;;;;;
95;sgemm;kernel.c:50-55;0.1;0;;;;;;
31;sgemm;;0.1;0;;;;;;
