function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
7;sgemm;baseline;kernel.c:50-58;74.28;4.37;;;;;;"100,0,0,0,0,0,0,0,0,0";
236;libc-2.31.so;random_r;;9.42;0.56;;;;;;"0,0,0,0,0,0,0,0,0,100";
6;sgemm;main;;7.72;0.45;;;;;;"100,0,0,0,0,0,0,0,0,0";
232;libc-2.31.so;random;;5.52;0.32;;;;;;"0,0,0,0,0,0,0,0,0,100";
237;libc-2.31.so;rand;;2.55;0.15;;;;;;"0,0,0,0,0,0,0,0,0,100";
0;sgemm;Unknown function;;0.25;0.01;;;;;;"100,0,0,0,0,0,0,0,0,0";
-1;kernel;unknown_kernel_region;;0.25;0.01;;;;;;"0,0,0,0,100,0,0,0,0,0";
