name;time_p;time_s;cpi_ratio;
/users/user4442/AOA_Etude_de_cas/maqao_2022-04-02_19-06-14/binaries/sgemm;82.26;4.84;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;17.49;1.03;;
kernel;0.25;0.01;;
