loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
8;sgemm;baseline;7;kernel.c:54-55;Innermost;76.92;5.05;5.05;5.05;5.05;0;1;
5;sgemm;main;6;;Innermost;6.09;0.4;0.4;0.4;0.4;0;1;
7;sgemm;baseline;7;kernel.c:53-55;Outermost;0.23;0.02;0.01;0.01;0.01;0;1;
4;sgemm;main;6;;Innermost;0.08;0;0;0;0;0;1;
