block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
91;sgemm;kernel.c:54-55;76.92;5.05;5.05;5.05;5.05;0;1;
55;sgemm;;6.02;0.39;0.39;0.39;0.39;0;1;
94;sgemm;kernel.c:55-55;0.23;0.02;0.01;0.01;0.01;0;1;
54;sgemm;;0.08;0;0;0;0;0;1;
50;sgemm;;0.08;0;0;0;0;0;1;
