Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.06;99.87;0;1565;0;0.06;0;0;0;7.82;0;0;
knl07;_ALL;_ALL;0.06;99.87;0;1565;0;0.06;0;0;0;7.82;0;0;
knl07;203166;_ALL;0.06;99.87;0;1565;0;0.06;0;0;0;7.82;0;0;
knl07;203166;203166;0.06;99.87;0;1565;0;0.06;0;0;0;7.82;0;0;
