Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0;82.13;0;1175;0;17.87;0;0;0;5.88;0;0;
knl07;_ALL;_ALL;0;82.13;0;1175;0;17.87;0;0;0;5.88;0;0;
knl07;224032;_ALL;0;82.13;0;1175;0;17.87;0;0;0;5.88;0;0;
knl07;224032;224032;0;82.13;0;1175;0;17.87;0;0;0;5.88;0;0;
