block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
91;sgemm;kernel.c:54-55;74.3;4.36;;;;;;
55;sgemm;;6.89;0.41;;;;;;
54;sgemm;;0.51;0.03;;;;;;
89;sgemm;kernel.c:54-54;0.09;0;;;;;;
94;sgemm;kernel.c:55-55;0.09;0;;;;;;
69;sgemm;;0.09;0;;;;;;
