name;time_p;time_s;cpi_ratio;
/home/lucas/AOA/maqao_2022-04-02_17-03-38/binaries/sgemm;99.18;10.84;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.82;0.09;;
