loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
10;sgemm;baseline;10;kernel.c:54-55;Innermost;96.71;10.57;;;;;;
9;sgemm;baseline;10;kernel.c:50-55;Outermost;2.2;0.24;;;;;;
0;sgemm;init_matrice;6;;Innermost;0.23;0.02;;;;;;
