name;time_p;time_s;cpi_ratio;
/home/lucas/AOA/maqao_2022-04-02_18-16-07/binaries/sgemm;99.54;18.55;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.46;0.08;;
