loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
8;sgemm;baseline;7;;Innermost;99.26;112.85;;;;;;
5;sgemm;main;6;;Innermost;0.19;0.21;;;;;;
7;sgemm;baseline;7;;Outermost;0.1;0.11;;;;;;
1;sgemm;main;6;;Innermost;0.01;0.01;;;;;;
