Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1;7.7449;13.3891;1.0002;
2;1;8.4111;15.7171;1.0002;
3;1;8.4283;15.7869;1.0002;
4;1;8.4283;15.8553;1.0002;
