name;time_p;time_s;cpi_ratio;
/users/user4427/AOA_Etude_de_cas/maqao_2022-04-02_17-34-11/binaries/sgemm;99.87;11.82;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.13;0.01;;
