block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
100;sgemm;kernel.c:54-55;95.74;9.89;9.89;9.89;9.89;0;1;
103;sgemm;kernel.c:54-55;1.79;0.18;0.18;0.18;0.18;0;1;
104;sgemm;kernel.c:54-55;0.73;0.07;0.07;0.07;0.07;0;1;
33;sgemm;;0.53;0.05;0.05;0.05;0.05;0;1;
98;sgemm;kernel.c:50-54;0.29;0.03;0.03;0.03;0.03;0;1;
96;sgemm;kernel.c:54-54;0.19;0.02;0.02;0.02;0.02;0;1;
