name;time_p;time_s;cpi_ratio;
/users/user4427/AOA_Etude_de_cas/maqao_2022-04-02_17-41-30/binaries/sgemm;99.93;13.51;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.07;0.01;;
