loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
10;sgemm;baseline;10;kernel.c:54-55;Innermost;55.6;7.51;7.52;7.52;7.52;0;1;
9;sgemm;baseline;10;kernel.c:50-55;Outermost;43.99;5.95;5.95;5.95;5.95;0;1;
0;sgemm;init_matrice;6;;Innermost;0.11;0.01;0.01;0.01;0.01;0;1;
