Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.04;99.46;0;19253.01;0;0.49;0;0;0;96.27;0;0;
knl07;_ALL;_ALL;0.04;99.46;0;19253.01;0;0.49;0;0;0;96.27;0;0;
knl07;181406;_ALL;0.04;99.46;0;19253.01;0;0.49;0;0;0;96.27;0;0;
knl07;181406;181406;0.04;99.46;0;19253.01;0;0.49;0;0;0;96.27;0;0;
