Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.25;82.5;0;1206;0;17.25;0;0;0;6.03;0;0;
knl07;_ALL;_ALL;0.25;82.5;0;1206;0;17.25;0;0;0;6.03;0;0;
knl07;219374;_ALL;0.25;82.5;0;1206;0;17.25;0;0;0;6.03;0;0;
knl07;219374;219374;0.25;82.5;0;1206;0;17.25;0;0;0;6.03;0;0;
