loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
10;sgemm;baseline;10;kernel.c:54-55;Innermost;95.54;9.85;9.85;9.85;9.85;0;1;
9;sgemm;baseline;10;kernel.c:50-55;Outermost;3.2;0.33;0.33;0.33;0.33;0;1;
0;sgemm;init_matrice;6;;Innermost;0.39;0.04;0.04;0.04;0.04;0;1;
