Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0001;6.584;10.1138;1.0077;
2;1.0001;7.6426;15.8809;1.0078;
3;1.0001;7.6539;15.9521;1.0078;
