Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1;1.131;1.2367;1.3929;
2;1;1.1623;1.4825;1.3929;
3;1;1.1633;1.5418;1.3929;
4;1;1.1633;1.5439;1.3929;
