Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0003;7.9402;14.0228;1.0006;
2;1.0003;7.9975;14.3241;1.0009;
3;1.0003;8.0541;14.5985;1.0009;
4;1.0003;8.0583;14.6185;1.0009;
