Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0007;1.9726;3.8399;1.0007;
2;1.0007;1.9851;3.912;1.0008;
3;1.0007;1.9893;3.9366;1.0008;
4;1.0007;1.9893;3.9407;1.0008;
