Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0026;1.0039;1.3826;1.3826;
2;1.0032;1.0052;1.3968;1.3876;
3;1.0032;1.0052;1.4085;1.3886;
