Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0135;2.899;3.2895;1.0274;
2;1.0135;3.3118;4.1413;1.0279;
3;1.0135;3.3269;4.1819;1.0279;
