Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0;99.94;0;1762;0;0.06;0;0;0;8.81;0;0;
knl07;_ALL;_ALL;0;99.94;0;1762;0;0.06;0;0;0;8.81;0;0;
knl07;204835;_ALL;0;99.94;0;1762;0;0.06;0;0;0;8.81;0;0;
knl07;204835;204835;0;99.94;0;1762;0;0.06;0;0;0;8.81;0;0;
