name;time_p;time_s;cpi_ratio;
/home/lucas/AOA/maqao_2022-04-02_17-02-07/binaries/sgemm;99.29;11.14;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.71;0.08;;
