Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0021;1.297;2.5609;2.9104;
2;1.0026;1.3031;2.5973;2.93;
3;1.0026;1.3071;2.616;2.9401;
4;1.0026;1.3089;2.6287;2.9401;
