Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.03;99.28;0;14522.99;0;0.69;0;0;0;72.61;0;0;
knl07;_ALL;_ALL;0.03;99.28;0;14522.99;0;0.69;0;0;0;72.61;0;0;
knl07;181757;_ALL;0.03;99.28;0;14522.99;0;0.69;0;0;0;72.61;0;0;
knl07;181757;181757;0.03;99.28;0;14522.99;0;0.69;0;0;0;72.61;0;0;
