Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1;9.6219;9.6219;1.0001;
2;1.0001;9.6259;9.6306;1.0001;
3;1.0001;9.6291;9.6393;1.0002;
4;1.0001;9.6311;9.648;1.0002;
