Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.01;99.99;0;19303;0;0;0;0;0;96.51;0;0;
knl03;_ALL;_ALL;0.01;99.99;0;19303;0;0;0;0;0;96.51;0;0;
knl03;1155765;_ALL;0.01;99.99;0;19303;0;0;0;0;0;96.51;0;0;
knl03;1155765;1155765;0.01;99.99;0;19303;0;0;0;0;0;96.51;0;0;
