Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0157;2.8828;3.2673;1.0319;
2;1.0157;3.3656;4.2792;1.0324;
3;1.0157;3.3812;4.3226;1.0324;
