Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0051;1.0022;1.4499;1.9146;
2;1.0066;1.0043;1.4776;1.9336;
3;1.0066;1.0043;1.4848;1.9389;
