function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
7;sgemm;baseline;kernel.c:50-58;99.95;30.4;30.4;30.4;30.4;0;1;"100,0,0,0,0,0,0,0,0,0";
6;sgemm;main;;0.03;0.01;0.01;0.01;0.01;0;1;"100,0,0,0,0,0,0,0,0,0";
236;libc-2.31.so;random_r;;0.02;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
