Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0;99.98;0;6084;0;0.02;0;0;0;30.42;0;0;
knl07;_ALL;_ALL;0;99.98;0;6084;0;0.02;0;0;0;30.42;0;0;
knl07;223715;_ALL;0;99.98;0;6084;0;0.02;0;0;0;30.42;0;0;
knl07;223715;223715;0;99.98;0;6084;0;0.02;0;0;0;30.42;0;0;
