name;time_p;time_s;cpi_ratio;
/home/lucas/AOA/maqao_2022-04-02_16-53-58/binaries/sgemm;99.33;10.42;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.62;0.06;;
kernel;0.05;0;;
