Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0;99.87;0;1482;0;0.13;0;0;0;7.41;0;0;
knl07;_ALL;_ALL;0;99.87;0;1482;0;0.13;0;0;0;7.41;0;0;
knl07;212381;_ALL;0;99.87;0;1482;0;0.13;0;0;0;7.41;0;0;
knl07;212381;212381;0;99.87;0;1482;0;0.13;0;0;0;7.41;0;0;
