function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
8;sgemm;baseline;kernel.c:50-58;99.52;21.7;;;;;;"100,0,0,0,0,0,0,0,0,0";
9;sgemm;main;driver_mesure.c:15-93,stdlib.h:363-363;0.21;0.04;;;;;;"100,0,0,0,0,0,0,0,0,0";
232;libc-2.31.so;random;;0.14;0.03;;;;;;"0,0,0,0,0,0,0,0,0,100";
236;libc-2.31.so;random_r;;0.09;0.02;;;;;;"0,0,0,0,0,0,0,0,0,100";
237;libc-2.31.so;rand;;0.05;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
