block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
97;sgemm;kernel.c:54-55;98.61;15.29;;;;;;
101;sgemm;kernel.c:54-55;0.39;0.06;;;;;;
99;sgemm;kernel.c:54-55;0.23;0.03;;;;;;
33;sgemm;;0.13;0.02;;;;;;
32;sgemm;;0.06;0.01;;;;;;
31;sgemm;;0.06;0.01;;;;;;
111;sgemm;kernel.c:53-53;0.03;0;;;;;;
28;sgemm;;0.03;0;;;;;;
