name;time_p;time_s;cpi_ratio;
/home/lucas/AOA/maqao_2022-04-02_16-56-14/binaries/sgemm;99.55;15.43;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.45;0.07;;
