loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
9;sgemm;baseline;7;;Innermost;98.14;71.26;;;;;;
8;sgemm;baseline;7;;Outermost;0.87;0.63;;;;;;
5;sgemm;main;1;;Innermost;0.23;0.17;;;;;;
