block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
84;sgemm;;98.14;71.26;71.26;71.26;71.26;0;1;
85;sgemm;;0.75;0.55;0.55;0.55;0.55;0;1;
25;sgemm;;0.23;0.16;0.16;0.16;0.16;0;1;
82;sgemm;;0.07;0.05;0.05;0.05;0.05;0;1;
86;sgemm;;0.03;0.02;0.02;0.02;0.02;0;1;
80;sgemm;;0.02;0.02;0.02;0.02;0.02;0;1;
77;sgemm;;0.01;0.01;0;0;0;0;1;
79;sgemm;;0.01;0.01;0;0;0;0;1;
24;sgemm;;0.01;0.01;0;0;0;0;1;
