Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0695;1.5528;2.9696;1.8345;
2;1.0695;2.1203;7.2614;1.8345;
3;1.0695;2.1239;7.3111;1.8345;
