Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.09;81.87;0;1142;0;18.04;0;0;0;5.71;0;0;
knl07;_ALL;_ALL;0.09;81.87;0;1142;0;18.04;0;0;0;5.71;0;0;
knl07;221022;_ALL;0.09;81.87;0;1142;0;18.04;0;0;0;5.71;0;0;
knl07;221022;221022;0.09;81.87;0;1142;0;18.04;0;0;0;5.71;0;0;
