loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
8;sgemm;baseline;7;kernel.c:54-55;Innermost;73.47;4.19;;;;;;
5;sgemm;main;6;;Innermost;7.97;0.45;;;;;;
7;sgemm;baseline;7;kernel.c:53-55;Outermost;0.26;0.01;;;;;;
