block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
80;nbody.g;;99.98;96.49;;;;;;
69;nbody.g;;0.01;0;;;;;;
79;nbody.g;;0.01;0;;;;;;
82;nbody.g;;0.01;0;;;;;;
81;nbody.g;;0.01;0;;;;;;
