loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
2;nbody.g;move_particles;9;;Innermost;99.98;96.49;96.49;96.49;96.49;0;1;
3;nbody.g;move_particles;9;;Outermost;0.01;0.01;0.01;0.01;0.01;0;1;
4;nbody.g;move_particles;9;;Single;0.01;0;0;0;0;0;1;
1;nbody.g;init;8;;Single;0.01;0;0;0;0;0;1;
