Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.26;79.57;0;1155;0;20.17;0;0;0;5.78;0;0;
knl07;_ALL;_ALL;0.26;79.57;0;1155;0;20.17;0;0;0;5.78;0;0;
knl07;217777;_ALL;0.26;79.57;0;1155;0;20.17;0;0;0;5.78;0;0;
knl07;217777;217777;0.26;79.57;0;1155;0;20.17;0;0;0;5.78;0;0;
