Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.04;1.1098;1.5087;2.1692;
2;1.04;1.1294;1.8236;2.1692;
3;1.04;1.1294;1.8822;2.1692;
