name;time_p;time_s;cpi_ratio;
/home/lucas/AOA/maqao_2022-04-02_18-17-26/binaries/sgemm;99.46;17.65;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.54;0.1;;
