Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0062;1.0025;1.1064;1.8437;
2;1.0122;1.0041;1.1109;1.8658;
3;1.0132;1.0041;1.115;1.8722;
4;1.0132;1.0041;1.1177;1.8722;
5;1.0132;1.0041;1.1198;1.8722;
