loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
8;sgemm;baseline;7;kernel.c:54-55;Innermost;74.24;4.4;;;;;;
5;sgemm;main;6;;Innermost;6.67;0.39;;;;;;
7;sgemm;baseline;7;kernel.c:53-55;Outermost;0.25;0.01;;;;;;
