name;time_p;time_s;cpi_ratio;
/users/user4442/AOA_Etude_de_cas/maqao_2022-04-02_19-01-13/binaries/sgemm;81.76;4.84;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;18.24;1.08;;
