function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
7;sgemm;baseline;kernel.c:50-58;99.94;23.86;;;;;;"100,0,0,0,0,0,0,0,0,0";
6;sgemm;main;;0.04;0.01;;;;;;"100,0,0,0,0,0,0,0,0,0";
-1;kernel;unknown_kernel_region;;0.02;0;;;;;;"0,0,0,0,100,0,0,0,0,0";
