loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
8;sgemm;baseline;7;kernel.c:54-55;Innermost;95.06;22.69;22.69;22.69;22.69;0;1;
7;sgemm;baseline;7;kernel.c:53-55;Outermost;4.88;1.16;1.16;1.16;1.16;0;1;
5;sgemm;main;6;;Innermost;0.02;0;0;0;0;0;1;
1;sgemm;main;6;;Innermost;0.02;0;0;0;0;0;1;
