Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.005;1.2267;2.794;2.8664;
2;1.0055;1.2338;2.8501;2.9081;
3;1.0055;1.241;2.8978;2.918;
4;1.0055;1.2426;2.9133;2.918;
