function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
7;sgemm;baseline;;98.89;64.9;;;;;;"100,0,0,0,0,0,0,0,0,0";
236;libc-2.31.so;random_r;;0.48;0.31;;;;;;"0,0,0,0,0,0,0,0,0,100";
232;libc-2.31.so;random;;0.27;0.18;;;;;;"0,0,0,0,0,0,0,0,0,100";
1;sgemm;main;;0.18;0.12;;;;;;"100,0,0,0,0,0,0,0,0,0";
237;libc-2.31.so;rand;;0.11;0.07;;;;;;"0,0,0,0,0,0,0,0,0,100";
-1;kernel;unknown_kernel_region;;0.06;0.04;;;;;;"0,0,0,0,100,0,0,0,0,0";
0;sgemm;Unknown function;;0.01;0;;;;;;"100,0,0,0,0,0,0,0,0,0";
