Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0;99.87;0;4454;0;0.13;0;0;0;22.27;0;0;
knl07;_ALL;_ALL;0;99.87;0;4454;0;0.13;0;0;0;22.27;0;0;
knl07;225456;_ALL;0;99.87;0;4454;0;0.13;0;0;0;22.27;0;0;
knl07;225456;225456;0;99.87;0;4454;0;0.13;0;0;0;22.27;0;0;
