Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.1654;1.8344;8.8471;2.313;
2;1.1832;1.9079;15.4664;2.4885;
3;1.1834;1.9096;15.625;2.4902;
